"thumbnail","id","title","description","rating","rating/accuracy","rating/checking","rating/cleanliness","rating/communication","rating/guestSatisfaction","rating/location","rating/reviewsCount","rating/value","price/breakDown/basePrice/description","price/breakDown/basePrice/price","price/breakDown/cleaningFee","price/breakDown/earlyBirdDiscount","price/breakDown/earlyBirdDiscount/description","price/breakDown/earlyBirdDiscount/price","price/breakDown/serviceFee","price/breakDown/specialOffer","price/breakDown/specialOffer/description","price/breakDown/specialOffer/price","price/breakDown/taxes","price/breakDown/taxes/description","price/breakDown/taxes/price","price/breakDown/total/description","price/breakDown/total/price","price/breakDown/totalBeforeTaxes","price/discountedPrice","price/label","price/originalPrice","price/price","price/qualifier","coordinates/latitude","coordinates/longitude","url"
"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQzNTQ5NzcxNDA5OTA5ODg4NQ==/original/ebdc1ed7-b26a-472a-9c5f-3db92745b905.jpeg?im_w=720&width=720&quality=70&auto=webp","1435497714099098885","The Urban Resort City Center Apt 3A by Circadian","Launched June 2025!Our professionally designed apartment mixes minimalist design with maximalist comfort.The 50sqm unit features a serenely balanced layout with huge windows, spacious kitchen & luxurious bathroom. It also includes:-Hotel king bed-Projection TV-Big standing bathtub-Front-loading washer-2 meter workspace-Full coffee+tea bar-Vinyl records+playerOur spot is at the city center, less than 5 minutes from Saigon's Notre Dame Cathedral, and near many restaurants & cafes.The spaceThis amazing apartment in the city center will have you feeling like you are on cloud nine.The minimalist interior will calm your mind and senses with its organic lines. The thoughtful layout is centered on the bed and lounge sofa, which are oriented toward expansive windows. The double-glazed windows allow lots of sunlight while keeping the room quiet day and night.We have focused on form but haven't forgotten function. Our spa-like bathroom bathes you in its deep blue tones as you soak in the standing bathtub. The in-room entertainment includes a vinyl record player and a 100 inch projection system. There's also a fully equipped kitchen, hotel-quality king bed, and 2 meter workspace with ergonomic office chair.  Everything is set up perfectly for sleeping, relaxing or working.Our amenities include:- King bed with 4 pillows- Hotel-quality bed linens and towels- 2.4 meter sofa and coffee table- Projection system with Netflix- Front-loading washer- Vinyl record player with a set of albums and audiophile speakers- Ultrafast +300Mbps wireless internet- Complimentary coffee and tea bar with several coffee and tea makers, and fresh Arabica beans and tea leaves- Filtered drinking waterFull kitchen including:- Standing refrigerator with freezer- Stove, microwave and water kettle- Full set of pots and pans, plates, bowls, cups and utensils- Basic condimentsThe ensuite bathroom features:- Rain shower with hand spray- Standing bathtub- Bidet toilet- Toiletries provided including toothbrush, soap and shampooOther amenities are available upon request including:-Toaster-Rice cooker-Blender-Baby crib, monitor and other devicesOur unit is on the third floor accessible by elevator. Please note the elevator starts on the first floor so guests will have to walk up one level (from ground to first). If you need assistance with luggage, we are happy to help.If this room is not available for your dates, please check with us about the 11 other units at this location.Guest accessGuests will have the entire unit to themselves, including bathroom, kitchen, washer and coffee bar.Other things to noteThis unit is located on the 3rd floor, and is one of 12 serviced apartments in the building. There are two apartments per floor.The elevator starts at the 1st floor. You will need to walk up 1 level from the ground floor.The building is open 24 hours a day (no curfew).Please message us first if you are interested in having a photoshoot at our unit.",,"5","5","5","5","5","5","14","5","5 nights x $70.75","$353.73",,,,,,,,,,"Taxes","$28.30","Total","$382.03",,"$383","$383 for 5 nights, originally $451","$451","$383","for 5 nights","10.785872726599761","106.70102678510801","https://www.airbnb.com/rooms/1435497714099098885?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/miso/Hosting-1396886973804448786/original/af4245e7-5bbf-4072-b067-e01ac6baf259.jpeg?im_w=720&width=720&quality=70&auto=webp","1396886973804448786","Leelai Studio 30m2 Center District 1","The space*Opposite is the large central park  Across the street is the 10 km² central park, a cool green space, is the ""lungs"" of the city, bringing fresh air and enjoyment. The park is an ideal place for you to walk, exercise, shop or experience local cuisine, cultural exchange with locals, international visitors or relax after a busy day. With a large space, cool green trees, you will always feel comfortable and pleasant when living here.*SAFETY AND SECURITYProud to be a certified business ensuring fire safety and security of local authorities.Food safety certificate from local health authorityLocal government certified active fire suppression system24/7 security with multi-layer smart lock system and modern surveillance cameras in public areas,Fireproof and smokeproof doors can withstand fire for 170 minutesSafety Box in every rooms _Luxurious and modern design The apartment is designed in a modern and sophisticated style, with high-class furniture, spacious living space and especially smart._Luxurious interior: The rooms are fully equipped with high-end amenities such as king-size smart beds that increase the room area when you need it. High-quality air mattresses help you sleep comfortably, large wardrobes, desks, dressing tables and modern electronic devices...etc._Open and airy space: The apartment is designed with double-glazed windows to minimize noise, maximize natural light and bringing a quiet, comfortable space._Bathroom and kitchen: Bathroom with high-end equipment and Japanese ToTo turbocharger shower system to wash away your fatigue after a long day of exploring the city.The kitchen is fully equipped with necessary appliances for cooking. Induction cooker, range hood, microwave, refrigerator….Guest access*Fully equipped-Free housekeeping service 3 times a week -Reception hall-Coffee and tea shop service breakfast highly rated locally-Elevator with smart locking system-Tech bikes for rent-Outdoor Gym free-Pro Gym for a fee in the park-Washer/dryer integrated Ai in your room-Air conditioning keeps living space always cool and comfortable.-50'' smart TV with free high-speed wifi connection, more than 150 digital TV channelsAnd many other utilities*Convenient traffic connection _ 25 minutes by taxi / 35 minutes by bus from Tan Son Nhat International Airport_ Across the street is the tech bike station. You can explore anywhere_ 3 minute walk to City Bus Station_ 5 Minute walk to Bui Vien walking street, Asiana Food Town, Sense Market, Huyen Sy Church_ 10 minutes walk to Ben Thanh market, Ho Chi Minh Metro Station_ 15 minute walk to Takashimaya Plaza,Saigon Square, Nguyen Hue walking streetAnd many other sites just a cost few minutes by taxi*Omotenashi SpiritWe understand that people are the most important.with a team that understand local and professional Anytime you need support, do not hesitate to contact us. We will support you in the best way possible.Other things to note- This is a self-check-in/check-out apartment. The house key will be provided before the trip.- If you have too much luggage, please notify in advance, we will be happy to assist you- The building and coffee shop will be open from 6:00 to 22:00. Don't worry, your key can be opened whenever you want-Breakfast for a fee will available from 6:30 am at the coffee shop of the building.- The building has 24/7 security cameras in public areas- We are ready to protect your luggage for late flights. Please note that you need to collect your luggage before the building closes-The park across the street is a great place. Sometimes they have festivals culture, food and music. Although your apartment has double-glazed door to reduce noise, it cannot be 100% noise-free. We hope you understand and sympathize-Please read our rules first. This will be useful for you before booking",,"4.94","4.94","4.9","5","4.97","5","31","4.97","5 nights x $38.66","$193.29",,,,,,,,,,,,"Total (calculated price, may vary)","$193",,,"$194 for 5 nights",,"$194","for 5 nights","10.769395249044585","106.69200591111452","https://www.airbnb.com/rooms/1396886973804448786?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIyNDU5MDYwMDM1OTkxNzYzNA%3D%3D/original/3148ed35-f11c-4941-8a63-2f9a2a91c4a1.jpeg?im_w=720&width=720&quality=70&auto=webp","1224590600359917634","7.BigStudio Free Infinity Pool-Gym,Near District 1","Brand New project which is located in District nearby with District 1High-end and 100% newly studio with fully amenities including: infinity pool,sauna.,laundry, bathroom, free wifi, kitchen, dining table, co-working space, party room,...★Estimated time by taxi- 10 minutes to Notre Dame Cathedral- 5 minutes to Ben Thanh Market- 5 minutes to Bitexco building- 15 minutes to The Landmark 81 buildingThe spaceThe apartment is a 39m2 Big studio in a luxury building near the center of Saigon.Our modern and lovely apartment is fully rented, so it's just you staying in the apartment, not sharing with anyone else.Enjoy your trip with our amenities:PLACE TO SLEEP: Queen size bed with spring mattress, so it's very comfortable and soft. Bed linen and towels are provided.KITCHEN: The kitchen is fully equipped with everything you will need when preparing meals from induction stove, microwave, refrigerator, rice cooker... to silverware, cutting board or knives and scissors.BATHROOM AND TOILET: There is a shower with good water pressure in the bathroom. In case you need to wash clothes, you can use the washing machine on the balcony. Hairdryers and irons are also available.- FREE INFINITY SWIMMING POOL on the 16th floor for free.- FREE WIFI with high speed- Overlooking the river- Hairdryer- Essential items (Towels, bed sheets, soap, shampoo, shower gel and toilet paper)- Washing machine- Tableis - TV with Youtube- Air conditioner- Fridge- Microwave oven- Dishes and dishes- The entire apartment view looks towards the river, southeast direction, very warm sunlight. You can enjoy sitting on the bed watching Netflix & movie from smart big screen TV 43 inch.- Nice Gym and an additional swimming pool on the ground floor along with a series of other amenities such as billiards, air-conditioned common office, skateboarding area, sauna, etc.- You don't need to buy anythings extra when stay in my place. All necessary amenities are available in the apt.Guest accessGROUND FLOOR - Outdoor Facilities1. Parking Lot2. Guardhouse3. Security Gate4. Relaxing Hammocks5. Green Mulfi-purpose Area6. Skate Plaza7. Outdoor Working Space8. Lap Pool 50m9. Jacuzzi10. Pool Deck11. Pool Bar12. Kid's Pool13. Kids Slide Tube14. Musical Play Park15. Outdoor Shower16. Picnic LawnINDOOR FACILITIES17. Sync Space (Co-Working]FLOOR 14Indoor Faeilities1. Changing RoomOutdoor Facilities2. Celestial Garden3. Symphony Stairs4. Sky Theatre5. Zen Gardern ROOFTOP.Outdoor Facllities6. Jazz Pool7. Sky Jacuzzi8. Suweet Daybed9. Jazz Terrace10. Sun Bed11. Tea Pavilion12. Outdoor Shower13. Pool Cabana14. Duet Hammoek15. Vertical Garden16. Tranquil AreaOther things to note★ This is a Homestay, NOT a hotel.We will try our best to bring you enjoyable experiences, but we cannot do the same as hotels.We do not change towels or clean daily.Instead, there is a washing machine inside the apartment, you can wash and reuse towels.We offer 1 free cleaning service per week for stays from 7 days.For subsequent cleaning requests, an additional fee will be charged.★ Do not use drugs or engage in any illegal activities in the house.Thank you for your understanding^^## USEFUL Q&A Q&A:Question: Where to exchange money or withdraw Vietnamese Dong?Answer: You can exchange money right at the airport.Question: How many minutes by taxi from the apartment to the airport & how much does it cost?Answer: About 30 minutes and 8.5 USD ≈ 200,000 VND (Please choose an official taxi brand such as Mai Linh, Vinasun and Grab)Q: Late check-in and early check-in?A: Please let us know your expectations and I will fully cooperate with you.Q: How to buy a mobile SIM card?Answer: You can buy it at the airport in Vietnam.Please message me if you have any other questions",,"4.95","4.96","4.93","4.99","4.96","4.74","85","4.89","5 nights x $58.75","$293.75",,,,,,,,,,,,"Total (calculated price, may vary)","$294",,,"$294 for 5 nights",,"$294","for 5 nights","10.753201","106.692986","https://www.airbnb.com/rooms/1224590600359917634?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE4MjIxMjMyMDM4MTY4MDU4Ng%3D%3D/original/17903ca0-1646-42a9-ae0b-25bbfee4717e.jpeg?im_w=720&width=720&quality=70&auto=webp","1182212320381680586","A&VHome#3_The Simple Living/01 Guest/No Elevator","When we moved out, we chose to keep this home’s spirit alive by sharing it with fellow travelers. With mid-century design touches and our lucky color Yellow, A&VHome is a cozy space that feels personal, warm and full of memory.Our home sits outside the tourist zones, tucked into a lively Saigon alley where the sounds and spirit of daily life surround you. It’s a great fit for longer stays, especially for those who want to trade landmarks for local markets, and snapshots for real experiences.The spaceA&VHome#3 is located at level 3 and only accessed by climbing stairs. The room is purposely designed for the comfort and convenience of Solo Guest (Single Room for 1 Guest). Due to its small size (12m2), the chosen furniture has monochrome color which aims to emphasize the simple living concept. The big window with full of sunshine will be a plus.   This place could be your choice if you’re looking for a budget stay. It is fully equipped and appointed with everything you need during your stay. There are a single bed (1,2m x 2m), 43-inch Samsung smart TV (Netflix available), air-conditioning and mini-fridge. The bathroom is private and attached to the room. Moreover, there’s a working desk inside the room which is suitable for business trips.Guest accessA&VHome offers many shared common areas that meet the guest’s needs. - Free Motorbike parking (4 slots available)- Locker to store luggage at groundfloor. - Free Laundry (self-service) - Free Shower (after checkout time) before heading to airport - Full Kitchen & dining area. Water Purifier is provided for drinking & cooking. - Living room for Movie time (Netflix available)- Reading room.During your stayIf you have any questions or concerns, please do not hesitate to contact us anytime!We are happy to provide guests travel tips, tourist attractions, recommendation of restaurants, coffee shops, bars, clubs etc.*Note: We aren't living in the house, but we often visit during daytime and our housekeepers will be there everyday for cleaning.Other things to noteThere’s no car/taxi access to the entrance. You need to walk about 50m from drop-off point.Room #3 is designed for single occupancy (01 GUEST) only. Bookings for more than one guest are not accepted.This room is one of 4 rooms at A&VHome. If it’s not available for your date, do not hesitate to contact us for further support.There's no Elevator at our Home. We'll provide private Locker at groundfloor, which is helpful if you don't want to carry your luggage to the room. Room #3 is at level 3 and has a big window, therefore you may hear the sound of motorbike, neighbor talking outside. If you are sensitive to noise or looking for quiet room, our place may not suitable for you. There's no daily room cleaning service. We only provide once before you check-in. You can change new towels and bedsheet by yourself in the laundry room. If you require cleaning service, the supplement is 100,000vnd/time.*NOTE: We offer free cleaning service once per week for long stay bookings (more than 7 days).",,"5","4.98","4.98","5","5","4.91","64","4.98","5 nights x $15.56","$77.79",,,,,,,,,,,,"Total (calculated price, may vary)","$78",,,"$78 for 5 nights",,"$78","for 5 nights","10.78474","106.67037","https://www.airbnb.com/rooms/1182212320381680586?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/hosting/Hosting-1507303896211078524/original/a6dd6454-f58f-487e-ac10-97536929cb5d.png?im_w=720&width=720&quality=70&auto=webp","1507303896211078524","Best Location | SkyLush @ Cozinema | Lift Access","SkyLush @ Cozinema offers three unbeatable features:1. Prime Location: Heart of HCMC, 1 min to Bui Vien Street and 5 mins to Ben Thanh Market. Surrounded by cafés, local eats, and public transports right at your doorstep.2. Skyline & Parkfront Views: Enjoy a breezy balcony overlooking 23/9 Park, blending lush greenery with stunning city skyline lights at night - the perfect balance of calm and vibrant.3. Cinematic Retreat: 100"" 4K projector & Dolby 5.1 audio for ultimate relaxation.The space1. Comfortable accommodations: Enjoy a cozy queen-sized bed with soft linens and pillows for a restful night's sleep.2. Entertainment hub: Experience a cinema-like atmosphere with a 100-inch automatic projector screen, high-quality 4K projector, and Dolby Surround 5.1 audio for an immersive viewing experience.3. Fully-equipped kitchen: Access a modern kitchen with essential appliances, cookware, and utensils, perfect for preparing your favorite meals and snacks.4. Convenient laundry facilities: Enjoy the convenience of an in-unit washing machine and dryer, making it easy to freshen up your clothes during your stay.5. Modern bathroom: Enjoy a clean, well-appointed bathroom stocked with fresh towels and toiletries for your convenience.Guest accessAs our guest, you’ll have access to a range of convenient and complimentary amenities designed to make your stay as comfortable and hassle-free as possible:1. Free Parking: Secure and spacious parking area for motorbikes and scooters — no extra charge.2. Laundry Facilities: Take advantage of our free washing machine and laundry area — perfect for long stays or freshening up after a day in the city.3. Fast Wi-Fi: The room has its own separated, high-speed Wi-Fi network — ensuring stable and private internet access for work or streaming.4. Air Conditioning: Cool and comfortable rooms for a restful sleep.5. Fully Stocked Essentials: Clean towels, toiletries, and drinking water are provided for your convenience.We’ve designed this space with care to give you both the cozy feel of home and the added touches that make a stay special.Other things to noteLocated on the 5th floor of a modern building, this fully equipped apartment offers comfort, privacy, and stunning city views.Good news: the building has a lift for easy access, making your arrival and departure smooth and hassle-free.",,"5","5","4.92","5","4.92","4.92","13","5","5 nights x $32.40","$162.00",,,"Early bird discount","-$4.74",,,,,,,,"Total","$157.26",,,"$158 for 5 nights",,"$158","for 5 nights","10.768376299996909","106.69258330017328","https://www.airbnb.com/rooms/1507303896211078524?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/hosting/Hosting-1386690223982968237/original/4df20859-007e-4a86-8db1-7a008298e23e.jpeg?im_w=720&width=720&quality=70&auto=webp","1386690223982968237","(401TTD) Compact Studio w Nice View","Relax in comfort & quiet in this peaceful place located perfectly the heart of Saigon, Bitexco building, Ben Thanh Market, Nguyen Hue Walking street, Saigon Notre-Dame Cathedral, Independence Palace…This special place is close to everything, making it easy to plan your visit.- < 5min by walking from Shopping mall & Park- Authentic local wet & fruit market in front of our place - Many local restaurants nearby (vegetarian, seafood, banh mi,...)The spaceThis special room is located on the 4th floor, offering a unique and private experience. To access it, you can take the elevator to the 3rd floor and then walk up one flight of stairs. Don’t worry about your luggage—we’ll be there to welcome you and assist with anything you need, ensuring a smooth and comfortable arrival!",,"4.92","4.98","4.92","4.96","4.98","4.83","48","4.98","5 nights x $17.69","$88.45",,,,,,,,,,,,"Total (calculated price, may vary)","$88",,,"$89 for 5 nights",,"$89","for 5 nights","10.771890519284192","106.70273374804951","https://www.airbnb.com/rooms/1386690223982968237?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/miso/Hosting-927469887311755470/original/23891ff1-2fd6-49a1-a9c0-fa0fa33f170b.jpeg?im_w=720&width=720&quality=70&auto=webp","927469887311755470","P""m""P. 18 : Glorious Rooftop hidden marble","As you step inside this stunning house , you'll be greeted by a spacious and airy living area with ample natural light streaming in through a large special stained glass skylight in the heart of the living room.The open concept floor plan seamlessly flows from the beautiful open-  space bathtub through bed-living room  into a spacious kitchen with floor-to-ceiling glass doors that open onto the garden. This place is just an  luxurious greenery oasis and perfect choice for travelers  to unwindThe space- This place is  on 3rd floor of the building with No elevator- Bedroom has 1 queen size bed with comfy mattress .- A beautiful outdoor private bathtub and  its own private luxurious en-suite bathroom that make you feel so relaxing - An open - modern kitchen complete with fully stocked with coffee, tea, and top-of-the-line appliances for preparing delicious meals. Whether you're cooking for a family gathering or simply enjoying a quiet night in, this kitchen is sure to impress.- Outside, you'll have your own beautiful garden that's perfect for chill out at night  or simply relaxing in the sunGuest accessAll equipment and facilities are provided for your usage and the apartment's keys upon arrival for 24/24h access.Other things to note-This house is in the small alley that take you 1 minute to get to the main street ( 50meters)",,"4.98","4.96","4.97","4.99","4.98","4.94","202","4.9","5 nights x $125.28","$626.39",,,,,,,,,,,,"Total (calculated price, may vary)","$626",,,"$627 for 5 nights",,"$627","for 5 nights","10.765681","106.688209","https://www.airbnb.com/rooms/927469887311755470?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/hosting/Hosting-1465095949483341414/original/a8167bf9-03e0-4cd0-b8da-fb07d7017843.jpeg?im_w=720&width=720&quality=70&auto=webp","1528150357988557086","(402TTD) Compact Studio w Balcony | D1","Relax in comfort & quiet in this peaceful place located perfectly the heart of Saigon, Bitexco building, Ben Thanh Market, Nguyen Hue Walking street, Saigon Notre-Dame Cathedral, Independence Palace…This special place is close to everything, making it easy to plan your visit.- < 5min by walking from Shopping mall & Park- Authentic local wet & fruit market in front of our place - Many local restaurants nearby (vegetarian, seafood, banh mi,...)The spaceThis special room is located on the 4th floor, offering a unique and private experience. To access it, you can take the elevator to the 3rd floor and then walk up one flight of stairs. Don't worry about your luggage-we'll be there to welcome you and assist with anything you need, ensuring a smooth and comfortable arrival!",,"4.67","5","5","5","5","5","3","5","5 nights x $19.10","$95.51",,,,,,,,,,,,"Total (calculated price, may vary)","$96",,,"$96 for 5 nights",,"$96","for 5 nights","10.771969327776718","106.70427038055622","https://www.airbnb.com/rooms/1528150357988557086?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/miso/Hosting-1255734371655016948/original/ac1019c0-b8ea-4008-a2d7-d5977751e041.jpeg?im_w=720&width=720&quality=70&auto=webp","1535199630035684611","1-1BR, 5mins to Notre-Dame Cathedral Dist.1","Our 50m² 1-bedroom apartment on the 1st floor is located in the heart of Ho Chi Minh City, Dist. 1. Just a few minutes' walk from the apartment, you can easily reach some of the city's most iconic landmarks- 800m (0.5 miles) to Independence Palace- 1km (0.62 miles) to Notre Dame Cathedral in SG- 1,4km (0.87 miles) to Saigon Opera House- 1,8km (1.12 miles) to Ben Thanh market- 700m (0.43 miles) to the shopping center and all famous youth play areas- Steps to cafes, restaurants, and spasThe space- Living room and kitchen: The living room is filled with natural light, featuring a comfy sofa, a small minibar, and a fully equipped kitchen with everything you need for a convenient stay.- Bedroom: a cozy queen bed and a small tea table by a large window, offering a peaceful space to start your day. It is also equipped with a smart TV featuring Netflix and YouTube, allowing you to relax and enjoy your favorite shows.Balcony: The balcony from the living room overlooks a quiet alley in the heart of District 1, a perfect spot for you to relax.Bathroom: The bathroom is clean and separated from the toilet, ensuring your privacy.Laundry: A washing machine with detergent is available in the apartment, and you can use the dryer located on the ground floor.Safety: The building is equipped with a fire protection system and security cameras are installed at the entrance gate and in the hallway of each floor to keep you safe.- Parking: Free parking for one motorbike, convenient for exploring the city.Guest access- Full Access: This apartment is totally private. You can use all amenities in the apartment.- 24/7 Entry: Come and go anytime with 24/7 access.Other things to note- Floor System: Our apartment is on 1st floor. There is no elevator in the building.- Check-in: Provide information for legal registration before check-in- We have 2 apartments in the same building. If the date you are booking is not available, please message us, and we will check the availability of the other apartment for you",,"5","5","5","5","5","5","1","5","5 nights x $45.66","$228.31",,,,,,,,,,,,"Total (calculated price, may vary)","$228",,,"$229 for 5 nights",,"$229","for 5 nights","10.787006101323687","106.69882309211111","https://www.airbnb.com/rooms/1535199630035684611?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
"https://a0.muscache.com/im/pictures/hosting/Hosting-1485285762788923054/original/f44370e8-ef6d-4c6e-8f04-b878b96bea95.jpeg?im_w=720&width=720&quality=70&auto=webp","1485285762788923054","MG Daisy - Wabi Sabi 2 @Ben Thanh","Escape to our serene Wabi Sabi-inspired haven nestled in the heart of the city's most peaceful residential area. This thoughtfully designed space sits just moments from Ben Thanh Market (5 minutes) and your morning coffee fix at Starbucks (1 minute away). Unwind with our impressive 100-inch projection system featuring premium Netflix access. Located in a beautifully renovated building with elevator access, you'll enjoy complete privacy and security in this safe, middle-class neighborhood.The spaceFour Distinct Rooms Available - Choose Your Perfect Match!*Ground Floor: Bigger room space with a skylight and a bathtub*1st, 2nd & 3rd floor: The same except that a bathtub is inside the room.IMPORTANT: PLEASE SPECIFY YOUR PREFERRED ROOM WHEN BOOKING (SUBJECT TO AVAILABILITY). WITHOUT A REQUEST, OUR SYSTEM WILL RANDOMLY ASSIGN YOUR ACCOMMODATION. **You'll be walking through a laundry store to enter our place. Don't worry, it's 100% safe. You can have your clothes washed there, too!**What Makes This Property Irresistible?Three compelling reasons to choose our accommodation: UNBEATABLE LOCATION, COMPLETE COMFORT with family-friendly amenities, and the MOST COMPETITIVE PRICING for this prime location with private apartment living.✔ PRIME LOCATION: Strategically positioned in Ho Chi Minh City's vibrant heart. Just 5 minutes walking distance to Ben Thanh Market and 15 minutes to Pham Ngu Lao (Backpacker Central). Situated on the main thoroughfare, where everything is within easy reach. Perfect for tourists looking to minimize transportation expenses while maximizing accessibility.✔ ULTIMATE COMFORT: Recently renovated building nestled in a tranquil alley that's been home to middle-class residents since Saigon's liberation. The alley is spacious, brief, and completely secure. Mostly elderly neighbors who are incredibly welcoming and supportive - you'll genuinely feel protected. Two charming boutique stores share the same alley.You'll have exclusive access to the entire apartment, giving you an authentic Saigon experience - isn't this why we travel? To understand local lifestyles and connect with the community, they're exceptionally warm and accommodating. Remarkably peaceful for a property positioned directly in the city's epicenter.✔ EXCEPTIONAL VALUE: Surrounding Airbnbs charge double our rates guaranteed :) Feel free to research comparable pricing in the area. Want entertainment? Stream movies on our projector with Android TV and Netflix or YouTube using our Dolby Vision system, or relax in our stunning bathtub.Maximum Occupancy: 2 GuestsBUILDING FEATURES ELEVATOR ACCESSPremium Amenities:▶ Extensive Hollywood movie collection with complimentary Netflix Premium and Dolby Vision Projector. Perfect for romantic movie nights while soaking in the bathtub▶ Luxurious bathtub for unwinding after busy exploration days, complete with a hot water systemCurated Wine SelectionInquire about our wine menu. We can arrange any wine variety at reasonable prices to help you relax after adventurous days with ambient background music.▶ Complimentary 50Mb/s High-Speed Internet with WiFi & Climate-Controlled EnvironmentAdditional conveniences include:Toilet papers, toothpaste, and toothbrushes (*)Shampoo and body wash (*)Professional hair dryer▶ Abundant local cuisine options available around the clock. Hunger will never be an issue here.▶ Full-size refrigerator▶ Immerse yourself in authentic Vietnamese culture scattered throughout the city center, absorbing the rich sights and sounds of local traditions.▶ Walking distance to Ben Thanh Market, Japanese Quarter, Reunification Palace, and Vincom Plaza (20-minute stroll), while other attractions are approximately 10 minutes away (on foot, roughly 500 meters).▶ Discover local landmarks and enjoy the tropical climate.Impressed with what you've seen? RESERVE NOW AND EXPERIENCE OUR OUTSTANDING HOSPITALITYGuest access- Guest's access is 24/7. - It is a self-check-in homestay. Entering your house will use a smart lock. This ensures you can check in and out anytime without worry - There is no curfew, either.- It is located in a newly renovated private building, but very central to HCM City. Please don't expect a 5-star luxury condo.Other things to note**All bookings are strictly non-refundable. Airbnb has given plenty of notice when you're paying and accepting the terms and conditions. Please verify your booking details before booking. Thank you. **Due to popular demand, we are offering additional services to help our guests and for your convenience at low prices.1. Bus Or Train Ticket Purchase ( Mui Ne, Nga Trang, Da Lat, Danang )2. Motorcycle Rental 3. Airport Pickup Service ( They will wait for you until you arrive and bring you to our doorstep ) 4. Tour Package (1-day - 3-day tour, Food Tour, Walking Tour )5. SIM Card Purchase ( Unlimited 4G and Calls)6. Personal tour guide ( experimental service). We offer a tour guide who will follow you around for 6 hours, and he will translate everything between you and food vendors and shop owners or anyone basically, and ensure you’ll get good prices and not be cheated. This service is based on feedback from our guests who are constantly being overcharged, especially if you’re a Westerner. Please send us a message and we will arrange everything for you. It’s part of our service to provide you with an easy, budget-friendly, and relaxing trip - you don’t have to worry about anything.",,"4.7","4.76","4.62","4.95","4.7","4.89","37","4.78","5 nights x $26.60","$133.00",,,"Early bird discount","-$12.50",,,,,,,,"Total","$120.50",,"$121","$121 for 5 nights, originally $133","$133","$121","for 5 nights","10.7736779","106.6955523","https://www.airbnb.com/rooms/1485285762788923054?locale=en-US&currency=USD&check_in=2025-01-01&check_out=2025-11-01"
